judet,localitate,total_active,asociatii_active,fundatii_active,federatii_active,uniuni_active,persoane_juridice_straine_active
ILFOV,Bragadiru,18,14,4,0,0,0
ILFOV,CHIAJNA,18,16,2,0,0,0
ILFOV,MĂGURELE,18,15,3,0,0,0
SUCEAVA,FRATAUTII NOI,18,0,18,0,0,0
TULCEA,ISACCEA,18,18,0,0,0,0
VALCEA,RÂMNICU VÂLCEA,18,16,2,0,0,0
ARAD,VINGA,17,17,0,0,0,0
BIHOR,DIOSIG,17,14,3,0,0,0
BIHOR,NOJORID,17,14,2,1,0,0
BIHOR,SÂNMARTIN,17,16,1,0,0,0
BOTOSANI,SAVENI,17,16,1,0,0,0
BRAILA,Braila,17,15,1,1,0,0
BRAILA,CAZASU,17,17,0,0,0,0
BRASOV,TARLUNGENI,17,17,0,0,0,0
BUCURESTI,"Bucuresti, sector 2",17,15,2,0,0,0
CLUJ,COMUNA SĂVĂDISLA,17,17,0,0,0,0
CONSTANTA,MURFATLAR,17,16,1,0,0,0
COVASNA,ORAS BARAOLT,17,17,0,0,0,0
GIURGIU,NEPRECIZAT,17,6,0,0,11,0
HARGHITA,CIUMANI,17,12,5,0,0,0
HARGHITA,MUGENI,17,14,3,0,0,0
HARGHITA,OD SECUIESC,17,16,0,1,0,0
HARGHITA,ZETEA,17,12,5,0,0,0
IASI,"SAT VALEA LUPULUI, COMUNA VALEA LUPULUI",17,17,0,0,0,0
ILFOV,Bragadiru.,17,16,1,0,0,0
ILFOV,COMUNA BALOTEŞTI,17,15,2,0,0,0
ILFOV,COMUNA MOGOŞOAIA,17,17,0,0,0,0
ILFOV,TUNARI,17,15,1,1,0,0
MARAMURES,SATULUNG,17,15,2,0,0,0
MURES,TARGU MUREŞ,17,14,3,0,0,0
SALAJ,ŞIMLEU SILVANIEI,17,17,0,0,0,0
SUCEAVA,IPOTESTI,17,17,0,0,0,0
SUCEAVA,PUTNA,17,7,10,0,0,0
SUCEAVA,RÃDÃUÞI,17,16,1,0,0,0
TIMIS,BUZIAS,17,17,0,0,0,0
TIMIS,SÂNNICOLAU MARE,17,17,0,0,0,0
VALCEA,COMUNA VOINEASA,17,17,0,0,0,0
VALCEA,RM VALCEA,17,12,5,0,0,0
VASLUI,BÎRLAD,17,15,2,0,0,0
ALBA,Alba Iulia,16,12,1,2,1,0
ARAD,MACEA,16,15,1,0,0,0
ARGES,TOPOLOVENI,16,15,1,0,0,0
BACAU,TG.OCNA,16,16,0,0,0,0
BIHOR,STEI,16,7,9,0,0,0
BISTRITA NASAUD,LESU,16,8,8,0,0,0
BISTRITA NASAUD,SANGEORZ BAI,16,4,12,0,0,0
BRASOV,ZARNESTI,16,16,0,0,0,0
BUCURESTI,SECTOR 3 BUCURESTI,16,15,1,0,0,0
BUZAU,SIRIU,16,16,0,0,0,0
CLUJ,MINTIU GHERLII,16,15,1,0,0,0
CONSTANTA,BASARABI,16,15,1,0,0,0
CONSTANTA,HARSOVA,16,13,3,0,0,0
COVASNA,ÎNTORSURA BUZĂULUI,16,16,0,0,0,0
GIURGIU,Giurgiu,16,8,0,7,1,0
HARGHITA,MUN.MIERCUREA CIUC,16,16,0,0,0,0
ILFOV,CORBEANCA,16,14,1,1,0,0
ILFOV,DOMNEŞTI.,16,16,0,0,0,0
ILFOV,ORAS VOLUNTARI,16,15,1,0,0,0
ILFOV,POPESTI-LEORDENI,16,16,0,0,0,0
ILFOV,Voluntari,16,14,2,0,0,0
MEHEDINTI,DR.TR. SEVERIN,16,16,0,0,0,0
MURES,SÂNTANA DE MUREŞ,16,16,0,0,0,0
PRAHOVA,COMUNA BLEJOI,16,16,0,0,0,0
PRAHOVA,SLANIC,16,15,1,0,0,0
SATU MARE,HALMEU,16,11,5,0,0,0
SATU MARE,ODOREU,16,14,2,0,0,0
SIBIU,SALISTE,16,16,0,0,0,0
SIBIU,SURA MARE,16,9,7,0,0,0
SUCEAVA,BOSANCI,16,9,7,0,0,0
SUCEAVA,COM. MOLDOVITA,16,16,0,0,0,0
SUCEAVA,FRATAUTII VECHI,16,1,15,0,0,0
VALCEA,COMUNA VAIDEENI,16,15,1,0,0,0
ALBA,CAMPENI,15,14,0,1,0,0
ALBA,UNIREA,15,13,2,0,0,0
BIHOR,SÎNMARTIN,15,14,1,0,0,0
BISTRITA NASAUD,LIVEZILE,15,8,7,0,0,0
BISTRITA NASAUD,PRUNDU BARGAULUI,15,7,8,0,0,0
BRAILA,INSURATEI,15,15,0,0,0,0
BRASOV,"ZĂRNEŞTI,",15,15,0,0,0,0
BUCURESTI,BUCURESTI SECTOR 3,15,10,5,0,0,0
BUCURESTI,sector 2,15,8,7,0,0,0
BUCURESTI,"sector 5, Bucureşti",15,13,2,0,0,0
BUZAU,RM. SARAT,15,3,12,0,0,0
BUZAU,RM.SĂRAT,15,14,0,1,0,0
BUZAU,RÂMNICU SĂRAT,15,15,0,0,0,0
CLUJ,SAVADISLA,15,12,3,0,0,0
COVASNA,Târgu Secuiesc,15,15,0,0,0,0
GALATI,Galaţi,15,15,0,0,0,0
GORJ,TG - JIU,15,15,0,0,0,0
HARGHITA,COM.LAZAREA,15,15,0,0,0,0
HARGHITA,COM.SUSENI,15,15,0,0,0,0
HARGHITA,OD.SECUIESC,15,15,0,0,0,0
HARGHITA,TULGHES,15,12,3,0,0,0
HUNEDOARA,CĂLAN,15,14,0,1,0,0
IALOMITA,FETEŞTI,15,13,2,0,0,0
IASI,Iasi,15,10,5,0,0,0
ILFOV,MOGOŞOAIA,15,15,0,0,0,0
MURES,SASCHIZ,15,15,0,0,0,0
SATU MARE,TASNAD,15,13,2,0,0,0
SIBIU,Mediaş,15,14,1,0,0,0
SIBIU,SĂLIŞTE,15,14,0,1,0,0
SUCEAVA,FRASIN,15,12,3,0,0,0
SUCEAVA,SATU MARE,15,1,14,0,0,0
SUCEAVA,VAMA,15,8,7,0,0,0
TIMIS,PERIAM,15,14,1,0,0,0
TIMIS,"TIMIŞOARA,",15,15,0,0,0,0
TULCEA,BABADAG,15,13,2,0,0,0
VALCEA,BABENI,15,11,4,0,0,0
VALCEA,BAILE GOVORA,15,6,9,0,0,0
VALCEA,BALCESTI,15,14,1,0,0,0
ALBA,IGHIU,14,13,1,0,0,0
ARAD,BUTENI,14,12,2,0,0,0
ARAD,CHIºINEU CRIº,14,14,0,0,0,0
ARAD,SEBIS,14,13,1,0,0,0
ARAD,ZÃDÃRENI,14,13,0,1,0,0
BIHOR,CIHEI,14,14,0,0,0,0
BIHOR,SÂNTANDREI,14,14,0,0,0,0
BOTOSANI,BUCECEA,14,11,3,0,0,0
BRAILA,FAUREI,14,14,0,0,0,0
BRASOV,Brasov,14,9,4,1,0,0
BUCURESTI,sector 1,14,10,4,0,0,0
CLUJ,JUCU DE SUS,14,12,2,0,0,0
DAMBOVITA,PETREŞTI,14,14,0,0,0,0
DOLJ,"CRAIOVA,",14,14,0,0,0,0
DOLJ,DESA,14,14,0,0,0,0
HARGHITA,LUETA,14,9,5,0,0,0
HARGHITA,SANCRAIENI,14,8,1,0,5,0
IASI,TG. FRUMOS,14,13,0,1,0,0
MURES,TG-MUREŞ,14,14,0,0,0,0
NEAMT,COMUNA ALEXANDRU CEL BUN,14,13,1,0,0,0
NEAMT,TASCA,14,14,0,0,0,0
PRAHOVA,BUŞTENI,14,13,1,0,0,0
SALAJ,NUSFALAU,14,11,3,0,0,0
TIMIS,CIACOVA,14,12,2,0,0,0
TULCEA,JURILOVCA,14,14,0,0,0,0
VALCEA,COM. VAIDEENI,14,11,3,0,0,0
ALBA,ALBAC,13,11,2,0,0,0
ALBA,ARIESENI,13,13,0,0,0,0
ALBA,STREMT,13,13,0,0,0,0
ALBA,SUGAG,13,13,0,0,0,0
ARAD,PÂNCOTA,13,10,3,0,0,0
ARAD,SEMLAC,13,13,0,0,0,0
ARGES,Curtea de Argeş,13,11,2,0,0,0
BACAU,TARGU OCNA,13,12,1,0,0,0
BISTRITA NASAUD,SALVA,13,8,5,0,0,0
BUZAU,CISLÃU,13,13,0,0,0,0
CLUJ,CIUCEA,13,8,5,0,0,0
CLUJ,MOCIU,13,10,3,0,0,0
CONSTANTA,TUZLA,13,11,2,0,0,0
DAMBOVITA,TÂRGOVIºTE,13,13,0,0,0,0
DAMBOVITA,VULCANA BAI,13,12,1,0,0,0
DOLJ,BAILESTI,13,13,0,0,0,0
HARGHITA,MUN.TOPLITA,13,13,0,0,0,0
HARGHITA,SICULENI,13,8,4,0,1,0
HARGHITA,SUSENI,13,11,2,0,0,0
ILFOV,BERCENI,13,12,1,0,0,0
ILFOV,COMUNA SNAGOV,13,13,0,0,0,0
ILFOV,MĂGURELE.,13,13,0,0,0,0
ILFOV,ORAŞ BUFTEA,13,11,2,0,0,0
ILFOV,POPESTI LEORDENI,13,13,0,0,0,0
MURES,Reghin,13,11,2,0,0,0
MURES,UNGHENI,13,13,0,0,0,0
NEAMT,TARGU NEAMT,13,13,0,0,0,0
NEPRECIZAT,"Bucureşti, sector 5",13,12,1,0,0,0
PRAHOVA,COMUNA PAULESTI,13,11,1,1,0,0
SALAJ,CRIŞENI,13,13,0,0,0,0
SATU MARE,MICULA,13,12,1,0,0,0
SIBIU,DUMBRAVENI,13,9,4,0,0,0
SIBIU,SLIMNIC,13,6,7,0,0,0
SUCEAVA,BOTOSANA,13,8,5,0,0,0
SUCEAVA,IASLOVAT,13,2,11,0,0,0
SUCEAVA,Suceava,13,8,5,0,0,0
ALBA,CÂMPENI,12,12,0,0,0,0
ALBA,JIDVEI,12,11,1,0,0,0
ALBA,NEPRECIZAT,12,10,1,1,0,0
ALBA,SALCIUA,12,12,0,0,0,0
ARAD,BELIU,12,6,6,0,0,0
ARAD,ªICULA,12,12,0,0,0,0
BIHOR,OŞORHEI,12,12,0,0,0,0
BOTOSANI,Botoşani,12,12,0,0,0,0
BRASOV,NEPRECIZAT,12,12,0,0,0,0
BUCURESTI,"Bucuresti, sector 4",12,11,1,0,0,0
BUCURESTI,SECTOR 5,12,6,6,0,0,0
BUZAU,RM.SARAT,12,11,1,0,0,0
CALARASI,CĂLĂRAŞI,12,11,1,0,0,0
CARAS-SEVERIN,BOZOVICI,12,11,1,0,0,0
CLUJ,CUZDRIOARA,12,10,2,0,0,0
CLUJ,Cluj-Napoca,12,4,1,7,0,0
CLUJ,MIHAI VITEAZU,12,12,0,0,0,0
CONSTANTA,COGEALAC,12,12,0,0,0,0
CONSTANTA,MAMAIA,12,12,0,0,0,0
COVASNA,TG. SECUIESC,12,7,5,0,0,0
DAMBOVITA,DARMANESTI,12,1,11,0,0,0
DAMBOVITA,MOROENI,12,10,2,0,0,0
GALATI,MUN.TECUCI,12,11,1,0,0,0
GORJ,TG.JIU,12,12,0,0,0,0
HARGHITA,CARTA,12,11,1,0,0,0
HARGHITA,COM.LUPENI,12,12,0,0,0,0
HARGHITA,COM.PRAID,12,12,0,0,0,0
HARGHITA,LUNCA DE JOS,12,9,3,0,0,0
IALOMITA,TANDAREI,12,11,0,1,0,0
ILFOV,COMUNA BERCENI,12,12,0,0,0,0
ILFOV,NEPRECIZAT,12,10,2,0,0,0
MARAMURES,DUMBRAVITA,12,7,5,0,0,0
MARAMURES,"SIGHETU MARMAÞIEI ,",12,11,1,0,0,0
MARAMURES,SISESTI,12,9,3,0,0,0
MURES,ALBEŞTI,12,10,2,0,0,0
MURES,SÎNGEORGIU DE MUREŞ,12,12,0,0,0,0
MURES,TÎRGU-MUREŞ,12,12,0,0,0,0
NEAMT,CEAHLAU,12,12,0,0,0,0
NEAMT,POIANA TEIULUI,12,11,1,0,0,0
NEAMT,SAVINESTI,12,8,4,0,0,0
OLT,DRAGANESTI-OLT,12,12,0,0,0,0
PRAHOVA,COMUNA BRAZI,12,9,1,2,0,0
SATU MARE,TÃªNAD,12,12,0,0,0,0
SIBIU,GURA RÂULUI,12,12,0,0,0,0
SIBIU,LASLEA,12,10,2,0,0,0
SIBIU,ORLAT,12,9,3,0,0,0
SIBIU,ŞURA MARE,12,11,0,1,0,0
SUCEAVA,BILCA,12,4,8,0,0,0
SUCEAVA,Gura Humorului,12,11,1,0,0,0
SUCEAVA,SF. ILIE,12,11,1,0,0,0
TIMIS,RECAŞ,12,12,0,0,0,0
TIMIS,SÂNANDREI,12,12,0,0,0,0
VRANCEA,FOCªANI,12,9,0,1,2,0
ALBA,CÎMPENI,11,10,1,0,0,0
ALBA,DAIA ROMANA,11,11,0,0,0,0
ALBA,SASCIORI,11,11,0,0,0,0
ALBA,SONA,11,11,0,0,0,0
ARAD,DEZNA,11,9,1,1,0,0
ARAD,GURAHONÞ,11,11,0,0,0,0
BACAU,SASCUT,11,9,2,0,0,0
BACAU,SLĂNIC MOLDOVA,11,11,0,0,0,0
BIHOR,DERNA,11,10,1,0,0,0
BIHOR,PALEU,11,10,0,1,0,0
BIHOR,SÎNTANDREI,11,11,0,0,0,0
BIHOR,SĂLARD,11,10,1,0,0,0
BIHOR,TILEAGD,11,8,3,0,0,0
BISTRITA NASAUD,BISTRIŢA,11,9,2,0,0,0
BRASOV,POIANA MĂRULUI,11,11,0,0,0,0
BUCURESTI,"Bucuresti, sector 6",11,11,0,0,0,0
BUCURESTI,sector 4,11,6,5,0,0,0
BUZAU,RIMNICELU,11,11,0,0,0,0
CONSTANTA,CORBU,11,11,0,0,0,0
CONSTANTA,CUMPANA,11,10,1,0,0,0
CONSTANTA,HÂRŞOVA,11,10,0,1,0,0
CONSTANTA,JUPITER,11,11,0,0,0,0
CONSTANTA,MIHAIL KOGALNICEANU,11,10,1,0,0,0
CONSTANTA,MIHAIL KOGĂLNICEANU,11,10,1,0,0,0
COVASNA,MUN. SFÂNTU GHEORGHE,11,11,0,0,0,0
COVASNA,ORASUL COVASNA,11,11,0,0,0,0
DAMBOVITA,Târgovişte,11,10,1,0,0,0
DOLJ,"COMUNA MALU MARE, SAT PREAJBA",11,11,0,0,0,0
DOLJ,PODARI,11,10,1,0,0,0
DOLJ,POIANA MARE,11,11,0,0,0,0
GIURGIU,MIHĂILEŞTI,11,11,0,0,0,0
GORJ,CRASNA,11,11,0,0,0,0
GORJ,TIRGU-JIU,11,6,5,0,0,0
HARGHITA,COM.DITRAU,11,11,0,0,0,0
HARGHITA,COM.MARTINIS,11,10,1,0,0,0
HARGHITA,COM.SICULENI,11,10,1,0,0,0
HARGHITA,FRUMOASA,11,9,1,0,1,0
HARGHITA,PLAIESII DE JOS,11,10,1,0,0,0
HARGHITA,SANSIMION,11,7,3,0,1,0
HUNEDOARA,ANINOASA,11,10,1,0,0,0
HUNEDOARA,PUI,11,11,0,0,0,0
IALOMITA,AMARA,11,11,0,0,0,0
IASI,"SAT VALEA LUPULUI, COM. VALEA LUPULUI",11,11,0,0,0,0
ILFOV,BUCUREŞTI,11,9,1,1,0,0
ILFOV,"COMUNA CHIAJNA, SAT DUDU",11,11,0,0,0,0
ILFOV,"COMUNA CORBEANCA, SAT OSTRATU",11,10,1,0,0,0
ILFOV,DOBROEŞTI,11,11,0,0,0,0
ILFOV,ORAŞ CHITILA,11,11,0,0,0,0
MARAMURES,CICARLAU,11,5,6,0,0,0
MARAMURES,OCNA SUGATAG,11,7,4,0,0,0
MARAMURES,SUCIU DE SUS,11,8,3,0,0,0
MARAMURES,VISEU DE JOS,11,6,5,0,0,0
MURES,DEDA,11,10,1,0,0,0
MURES,GURGHIU,11,11,0,0,0,0
MURES,LIVEZENI,11,11,0,0,0,0
PRAHOVA,MANECIU,11,11,0,0,0,0
SIBIU,CISNADIOARA,11,8,3,0,0,0
SIBIU,MIERCUREA SIBIULUI,11,6,5,0,0,0
SIBIU,ŞEICA MARE,11,11,0,0,0,0
SIBIU,ŞURA MICĂ,11,11,0,0,0,0
TELEORMAN,COMUNA NANOV,11,10,1,0,0,0
TELEORMAN,COMUNA PLOSCA,11,11,0,0,0,0
TIMIS,COMUNA DUMBRĂVIŢA,11,11,0,0,0,0
TIMIS,COMUNA GIROC,11,11,0,0,0,0
ALBA,CRICAU,10,9,1,0,0,0
ALBA,MICESTI,10,10,0,0,0,0
ARAD,NEPRECIZAT,10,5,4,1,0,0
ARAD,ZÃBRANI,10,8,2,0,0,0
BIHOR,REMETEA,10,7,3,0,0,0
BIHOR,SINMARTIN,10,5,5,0,0,0
BIHOR,TULCA,10,9,1,0,0,0
BISTRITA NASAUD,ILVA MICA,10,6,4,0,0,0
BISTRITA NASAUD,PARVA,10,7,3,0,0,0
BISTRITA NASAUD,TEACA,10,8,2,0,0,0
BOTOSANI,Botosani,10,7,3,0,0,0
BOTOSANI,COŢUŞCA,10,10,0,0,0,0
BOTOSANI,SĂVENI,10,9,1,0,0,0
BRAILA,CHISCANI,10,10,0,0,0,0
BRASOV,COMUNA CRISTIAN,10,10,0,0,0,0
BRASOV,SÂNPETRU,10,10,0,0,0,0
BUCURESTI,"BUCUREŞTI, sector 5",10,6,0,4,0,0
BUCURESTI,"bucuresti, sector 3",10,6,4,0,0,0
BUZAU,CALVINI,10,10,0,0,0,0
BUZAU,PÂRSCOV,10,9,1,0,0,0
CARAS-SEVERIN,TEREGOVA,10,8,2,0,0,0
CLUJ,BONTIDA,10,10,0,0,0,0
CLUJ,CASEIU,10,5,5,0,0,0
CLUJ,CIURILA,10,9,1,0,0,0
CLUJ,ICLOD,10,9,1,0,0,0
CONSTANTA,NEPTUN,10,9,1,0,0,0
CONSTANTA,TOPRAISAR,10,10,0,0,0,0
COVASNA,COM. OZUN,10,9,1,0,0,0
DAMBOVITA,BRANESTI,10,9,1,0,0,0
DAMBOVITA,RAZVAD,10,6,4,0,0,0
DAMBOVITA,RUNCU,10,10,0,0,0,0
GALATI,Galati,10,8,0,2,0,0
GIURGIU,ADUNATII COPACENI,10,4,3,3,0,0
GORJ,MĂTĂSARI,10,10,0,0,0,0
GORJ,TG-CĂRBUNEŞTI,10,10,0,0,0,0
HARGHITA,COM.MADARAS,10,9,1,0,0,0
HARGHITA,FELICENI,10,8,2,0,0,0
HARGHITA,LUPENI,10,4,6,0,0,0
HARGHITA,OR.VLAHITA,10,10,0,0,0,0
IALOMITA,FETEªTI,10,8,2,0,0,0
IASI,VALEA LUPULUI,10,10,0,0,0,0
ILFOV,COM. CHIAJNA,10,9,0,1,0,0
ILFOV,CORNETU,10,10,0,0,0,0
ILFOV,JILAVA,10,8,2,0,0,0
ILFOV,ORAŞ PANTELIMON,10,10,0,0,0,0
MARAMURES,CERNESTI,10,9,1,0,0,0
MARAMURES,REPEDEA,10,7,3,0,0,0
MARAMURES,SALISTEA DE SUS,10,8,2,0,0,0
MEHEDINTI,BAIA DE ARAMĂ,10,10,0,0,0,0
NEAMT,PIATRA-NEAMÞ,10,10,0,0,0,0
NEPRECIZAT,"VOLUNTARI, JUDEŢUL ILFOV",10,9,1,0,0,0
OLT,MUN. CARACAL,10,10,0,0,0,0
PRAHOVA,COM. BANESTI,10,3,7,0,0,0
PRAHOVA,COM. DRAJNA,10,0,10,0,0,0
PRAHOVA,COM. PAULESTI,10,3,7,0,0,0
PRAHOVA,DRAJNA,10,10,0,0,0,0
PRAHOVA,FLORESTI,10,9,1,0,0,0
PRAHOVA,MUN.CÂMPINA,10,10,0,0,0,0
SALAJ,HERECLEAN,10,10,0,0,0,0
SALAJ,ILEANDA,10,10,0,0,0,0
SATU MARE,LAZURI,10,10,0,0,0,0
SATU MARE,TURULUNG,10,7,3,0,0,0
SIBIU,BAZNA,10,10,0,0,0,0
SIBIU,COPSA MICA,10,8,2,0,0,0
SUCEAVA,CAJVANA,10,10,0,0,0,0
SUCEAVA,CALAFINDESTI,10,3,7,0,0,0
SUCEAVA,FUNDU MOLDOVEI,10,6,4,0,0,0
SUCEAVA,MITOCU DRAGOMIRNEI,10,10,0,0,0,0
SUCEAVA,RĂDĂUŢI,10,8,2,0,0,0
SUCEAVA,"SUCEAVA,",10,4,6,0,0,0
SUCEAVA,VERESTI,10,10,0,0,0,0
TIMIS,CHIŞODA,10,9,1,0,0,0
TIMIS,FĂGET,10,10,0,0,0,0
TIMIS,LOVRIN,10,10,0,0,0,0
TIMIS,PECIU NOU,10,10,0,0,0,0
TIMIS,"SAT GIROC, COMUNA GIROC",10,10,0,0,0,0
VALCEA,COMUNA BUJORENI,10,9,1,0,0,0
VALCEA,RM VÂLCEA,10,7,3,0,0,0
ALBA,BISTRA,9,9,0,0,0,0
ALBA,GALDA DE JOS,9,8,1,0,0,0
ALBA,SIBOT,9,9,0,0,0,0
ALBA,SPRING,9,9,0,0,0,0
ALBA,VIDRA,9,9,0,0,0,0
ARAD,ALMAª,9,9,0,0,0,0
ARAD,GHIOROC,9,8,1,0,0,0
ARAD,HÃLMAGIU,9,9,0,0,0,0
ARAD,MONEASA,9,9,0,0,0,0
ARAD,PÎNCOTA,9,9,0,0,0,0
ARAD,ªOFRONEA,9,8,1,0,0,0
ARGES,C.DE ARGEŞ,9,9,0,0,0,0
ARGES,COMUNA AREFU,9,9,0,0,0,0
ARGES,COSTEŞTI,9,9,0,0,0,0
BACAU,LETEA VECHE,9,8,1,0,0,0
BIHOR,SĂCĂDAT,9,9,0,0,0,0
BISTRITA NASAUD,LUNCA ILVEI,9,9,0,0,0,0
BISTRITA NASAUD,REBRA,9,5,4,0,0,0
BISTRITA NASAUD,URIU,9,5,4,0,0,0
BOTOSANI,NEPRECIZAT,9,7,2,0,0,0
BOTOSANI,TODIRENI,9,7,2,0,0,0
BRASOV,HALCHIU,9,7,2,0,0,0
BRASOV,HĂRMAN,9,9,0,0,0,0
BRASOV,RASNOV,9,9,0,0,0,0
BUCURESTI,"SECTOR 3, BUCURESTI",9,8,1,0,0,0
BUCURESTI,sector 6,9,9,0,0,0,0
BUZAU,RAMNICU SARAT,9,9,0,0,0,0
CALARASI,BUDESTI,9,8,0,0,1,0
CLUJ,COMUNA CIURILA,9,8,1,0,0,0
CLUJ,COMUNA MOLDOVENEŞTI,9,9,0,0,0,0
CLUJ,IARA,9,8,1,0,0,0
COVASNA,SITA BUZAULUI,9,9,0,0,0,0
DAMBOVITA,ANINOASA,9,3,5,1,0,0
DAMBOVITA,VULCANA PANDELE,9,9,0,0,0,0
DOLJ,Calafat,9,9,0,0,0,0
DOLJ,MAGLAVIT,9,8,1,0,0,0
DOLJ,PISCU VECHI,9,9,0,0,0,0
GORJ,TISMANA,9,7,2,0,0,0
HARGHITA,CICEU,9,6,0,0,3,0
HARGHITA,COM.CORUND,9,9,0,0,0,0
HARGHITA,COM.FRUMOASA,9,9,0,0,0,0
HARGHITA,COM.REMETEA,9,9,0,0,0,0
HARGHITA,DANESTI,9,5,4,0,0,0
HARGHITA,OR.BALAN,9,9,0,0,0,0
HUNEDOARA,SALASU DE SUS,9,9,0,0,0,0
IASI,HÂRLĂU,9,9,0,0,0,0
IASI,Iaşi,9,6,1,1,1,0
IASI,TOMESTI,9,8,1,0,0,0
ILFOV,COM. CORBEANCA,9,8,1,0,0,0
ILFOV,"COMUNA CHIAJNA, SAT ROŞU",9,7,2,0,0,0
ILFOV,COMUNA MOGOSOAIA,9,8,1,0,0,0
ILFOV,MAGURELE,9,8,1,0,0,0
ILFOV,MOGOSOAIA,9,9,0,0,0,0
ILFOV,ORAŞUL BUFTEA,9,9,0,0,0,0
MARAMURES,FARCASA,9,7,2,0,0,0
MARAMURES,MIRESU MARE,9,5,4,0,0,0
MARAMURES,REMETEA CHIOARULUI,9,9,0,0,0,0
MARAMURES,"SIGHETU MARMAÞIEI,",9,9,0,0,0,0
MURES,ERNEI,9,9,0,0,0,0
MURES,HODAC,9,9,0,0,0,0
MURES,NEPRECIZAT,9,9,0,0,0,0
MURES,TG. MURES,9,4,0,4,1,0
MURES,Tg.-Mureş,9,6,3,0,0,0
NEAMT,AGAPIA,9,6,3,0,0,0
NEAMT,COMUNA CEAHLÃU,9,9,0,0,0,0
NEAMT,COMUNA POIANA TEIULUI,9,9,0,0,0,0
NEPRECIZAT,"BUFTEA,JUD.ILFOV",9,5,4,0,0,0
OLT,PIATRA OLT,9,9,0,0,0,0
OLT,Slatina,9,7,2,0,0,0
PRAHOVA,BLEJOI,9,9,0,0,0,0
PRAHOVA,COM. BRAZI,9,7,2,0,0,0
PRAHOVA,COM. MAGURELE,9,0,9,0,0,0
PRAHOVA,COMUNA BUCOV,9,9,0,0,0,0
PRAHOVA,MAGURELE,9,9,0,0,0,0
PRAHOVA,Ploiesti,9,7,1,0,1,0
SALAJ,BUCIUMI,9,9,0,0,0,0
SATU MARE,BOTIZ,9,8,1,0,0,0
SATU MARE,CERTEZE,9,6,3,0,0,0
SATU MARE,HODOD,9,2,7,0,0,0
SATU MARE,TURT,9,9,0,0,0,0
SATU MARE,VIILE SATU MARE,9,7,2,0,0,0
SIBIU,RASINARI,9,5,4,0,0,0
SUCEAVA,BROªTENI,9,9,0,0,0,0
SUCEAVA,COM.POJORÂTA,9,9,0,0,0,0
SUCEAVA,DORNA ARINI,9,9,0,0,0,0
SUCEAVA,FRUMOSU,9,6,3,0,0,0
SUCEAVA,FĂLTICENI,9,9,0,0,0,0
SUCEAVA,MITOCUL DRAGOMIRNEI,9,3,6,0,0,0
SUCEAVA,SALCEA,9,6,3,0,0,0
TIMIS,COMUNA SĂCĂLAZ,9,9,0,0,0,0
TIMIS,DUDEŞTII NOI,9,9,0,0,0,0
TIMIS,JEBEL,9,9,0,0,0,0
TULCEA,Tulcea,9,7,0,2,0,0
VALCEA,BERBESTI,9,7,0,0,2,0
ALBA,AVRAM IANCU,8,8,0,0,0,0
ALBA,BLANDIANA,8,8,0,0,0,0
ALBA,CIUMBRUD,8,8,0,0,0,0
ALBA,HOREA,8,7,1,0,0,0
ALBA,LUPSA,8,7,1,0,0,0
ALBA,SALISTEA,8,7,1,0,0,0
ARAD,COVÃSÂNÞ,8,8,0,0,0,0
ARAD,SELEUª,8,8,0,0,0,0
ARAD,SÂMBÃTENI,8,6,2,0,0,0
ARAD,ªIMAND,8,7,1,0,0,0
ARGES,CIMPULUNG,8,4,4,0,0,0
ARGES,COLIBASI,8,6,2,0,0,0
ARGES,COMUNA BĂICULEŞTI,8,6,2,0,0,0
ARGES,COMUNA DOMNEŞTI,8,7,1,0,0,0
ARGES,LEORDENI,8,6,2,0,0,0
ARGES,NEPRECIZAT,8,8,0,0,0,0
ARGES,Piteşti,8,7,0,0,1,0
ARGES,RUCĂR,8,8,0,0,0,0
BACAU,DARMANESTI,8,8,0,0,0,0
BACAU,NEPRECIZAT,8,8,0,0,0,0
BIHOR,ABRAM,8,7,1,0,0,0
BIHOR,AVRAM IANCU,8,5,3,0,0,0
BIHOR,CETARIU,8,7,1,0,0,0
BIHOR,SUPLACU DE BARCĂU,8,8,0,0,0,0
BISTRITA NASAUD,"BECLEAN,",8,8,0,0,0,0
BISTRITA NASAUD,SANT,8,6,2,0,0,0
BOTOSANI,SULIŢA,8,8,0,0,0,0
BOTOSANI,VORONA,8,8,0,0,0,0
BRAILA,BRÃILA,8,2,5,1,0,0
BRASOV,BOD,8,8,0,0,0,0
BRASOV,CINCU,8,8,0,0,0,0
BRASOV,COM. SANPETRU,8,8,0,0,0,0
BRASOV,FELDIOARA,8,7,0,1,0,0
BRASOV,OR. VICTORIA,8,8,0,0,0,0
CALARASI,CALARAªI,8,0,8,0,0,0
CALARASI,CHIRNOGI,8,8,0,0,0,0
CALARASI,Calarasi,8,7,1,0,0,0
CALARASI,OR. FUNDULEA,8,8,0,0,0,0
CARAS-SEVERIN,CARASOVA,8,6,1,0,1,0
CARAS-SEVERIN,SLATINA TIMIS,8,5,3,0,0,0
CLUJ,BUCURESTI,8,8,0,0,0,0
CLUJ,BUZA,8,6,2,0,0,0
CLUJ,COMUNA TRITENII DE JOS,8,8,0,0,0,0
CLUJ,JUCU DE MIJLOC,8,8,0,0,0,0
CLUJ,MICA,8,6,2,0,0,0
