priority_rank	priority_score	priority_reason	judet_rank_active	localitate_total_active	categorie	denumire	numar_registru_national	status_normalizat	judet_cheie	localitate_cheie	judet	localitate	adresa	scop_initial	hg_utilitate_publica	data_hg_utilitate_publica	sursa_url
3690	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ANGELO	1096/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. DUNARII NR. 28 AP.8	Cultural educativ.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3691	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ANSAMBLUL DE PERCUTIE	1063/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. BUCIUM NR. 27 AP.25	Propagarea muncii contemporale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3692	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ANSAMBLUL SCOLAR PARTICULAR	380/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. FABRICII DE ZAHAR NR. 49-59	Educativ didactic si invatamint cu profil francez.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3693	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ANTIFUMAT	1034/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. N.TITULESCU NR. 36 AP.26	Combaterea fumatului.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3694	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ANTROPOS	425/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. MEHEDINTI NR. 92 AP.6	Activitati culturale traditionale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3695	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA APO	1103/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. IZLAZULUI NR. 10 AP.84	Activitati umanitare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3696	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA APOLLO	1102/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. CIUCAS NR. 1 AP.34	Promovarea, cultivarea, dezvoltarea in sprijinirea materiala si morala a traditiilor populare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3697	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA APOLLONIA CLUJ	1040/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. MEHEDINTI NR.4, AP.35	Educatia sanitara prin distribuirea de materiale vizuale, audio de specialitate			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3698	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA APOLO S & N	866/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. OCTAVIAN GOGA NR. 14-16 AP.4	Distribuirea de medicamente pentru copii pensionari si familii cu venituri mici			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3699	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARAMIS	958/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.FINTINELE NR.34-36 AP.44	ACTIVITATI DE CARITATE			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3700	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARARAT	940/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. MUSCEL NR. 7 AP.2	Activitati cu caracter umanitar filantropic si de asistenta sociala crestina.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3701	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARBONA PLUS	69/B/2000	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. DOBROGEANU GHEREA NR. 21 AP.4	Sprijinirea materiala si morala a activitatii de sanatate umana.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3702	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARBORELE VIETII	75/B/2000	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	P-TA AGIRBICEANU NR. 4	Activitati educationale			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3703	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARDEALUL DE NORD	1107/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. TINERETULUI NR. 68 AP.47	Promovarea de programe reparatorii			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3704	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AREOPAGUS	23/B/2002	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.MOTILOR NR.84	SA CONTRIBUIE LA DEZVOLTAREA SOCIETATII CIVILE, ANGRENAND CU PRECADERE TINERI IN ACTIVITATILE DESFASURATE; PRIN PROMOVAREA VALORILOR MORAL-CRESTINE, PRIN INSTRUIRE SI INFORMARE SA FACILITEZE ACCESUL TINERILOR LA VIATA PUBLICA SI REALIZAREA DEZIDERATULUI DE BUNA INTELEGERE INTRE NATIONALITATI SI POPOARE; SA SPRIJINE PROCESUL DE ADERARE LA STRUCTURILE EURO-ATLANTICE; SA PARTICIPE LA IMBUNATATIREA SISTEMULUI DEMOCRATIC.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3705	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARES	1268/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. RASARITULUI NR. 102 AP.10	Activitati culturale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3706	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARIPA	458/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	BD. N.TITULESCU NR. 16	Activitati umanitare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3707	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARISTIDE	905/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	BD. 21 DECEMBRIE NR. 137	Sprijinirea morala si financiara a tinerelor talente.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3708	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARMONIA	1101/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	CLUJ-NAPOCA str.Dragoş Vodă nr.26, jud.Cluj	promovarea, cultivarea, dezvoltarea şi sprijinirea materială şi morală a activităţilor culturale, educaţionale şi ştiinţifice			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3709	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARNOLD	454/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. PLEVNEI NR. 8	Sprijinirea materiala, asistenta sociala.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3710	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARS LUDENS	415/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	P-TA MIHAI VITEAZU NR. 36 AP.2	Activitati culturale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3711	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARSIS	1253/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. I,.GHICA NR. 18	Activitati culturale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3712	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ART MUZICA	1236/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. DOROBANTILOR NR. 76 AP.17	Activitati umanitare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3713	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARTA CLUJ	798/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. PRISLOP NR.8	Activitati culturale			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3714	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARTEMIS	1146/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. M.EMINESCU NR. 14	Activitati umanitare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3715	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARTEMIS AGROTUR	1170/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. HATEG NR. 10/39	Activitati turistice			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3716	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ARTOS	1202/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. TACHE IONESCU NR. 47	Activitati medicale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3717	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ASIAMED MEDICINA TRADITIONALA	422/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. EMIL ISAC NR. 17	Activitati medicale naturiste.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3718	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ASKESIS	24/B/1993	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. OVIDIU NR. 34 A	Incurajarea si promovarea actului artistic prin punerea in circulatie, circuitul social al			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3719	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ASTRA	300/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. CIMPINA NR. 24/A	Recuperarea copiilor handicapati.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3720	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ASTRA NAPOCENSIS	936/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. LIVIU REBREANU NR. 23 AP.24	Scopuri umanitare de caritate si binefacere.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3721	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ATHEUS	926/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. BISTRITEI NR. 38	Ajutorarea familiilor cu posibilitati reduse de trai			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3722	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA ATHOS	1216/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	BD. 22 DECEMBRIE NR. 93 AP.14	Activitati umanitare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3723	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AUGUSTA	1080/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. LUNII NR. 3 AP.15	Activitati de intrajutorare umana.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3724	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AUSTEN	1132/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. LUNII NR. 26	Promovarea calitatii vietii			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3725	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AUTOPROGRES	959/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.C.A. ROSETTI NR.5 AP. 2	ACTIVITATE DE CARITATE			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3726	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AVE MARIA	145/B/1999	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. MEHEDINTI NR. 65-67 AP.2	Activitati de protectie sociala.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3727	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AVOCAT COSMIN ANDREI MOLDOVAN	39/B/2008	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.IULIU HATIEGANU NR.6 AP.1	sprijinirea bolnavilor, precum si organizarea unor activitati recreative realizate in interesul acestora			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3728	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AVRAM IANCU CENTRUL DE STUDII	839/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. MUNCITORILOR NR. 28 AP.6	Desfasurarea activitatii complementare activitatilor didactice			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3729	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AXELA	1189/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. BUZAU NR. 14AP.16	Activitati culturale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3730	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA AZUR	305/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. PASCALY NR. 11 AP.21	aCTIVITATI CU CARACTER UMANITAR.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3731	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA B & T BETANIA'S MISSION	1238/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. LUNII NR. 22 AP.20	Activitati umanitare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3732	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA B.I.G. - IMPACT	3882/B/2010	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	Brasov, str.Carpenului nr.7, bl.A17A, ap.6, jud. Brasov	promivarea modelului de viata crestin în societate pentru a crea o retea de biserici locale cu impact global			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3733	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA B.I.G.- IMPACT	11/B/2004	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.MINERILOR NR.48	promovarea modelului de viata crestin in societate, sprijinirea bisericilor in vederea realizarii unei lucrari eficiente, pentru a crea o retea de biserici locale cu impact global			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3734	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BAROTA	949/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. BAISOARA NR. 9 AP.40	Ajutorarea persoanelor defavorizarte de soarta cu sprijin material si moral.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3735	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BAUR	296/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	BD. 1 DECEMBRIE NR. 130	Activitati umanitar culturale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3736	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BECAS	930/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. BECASULUI NR. 17	Ajutorarea persoanelor cu posibilitati materiale reduse.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3737	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BELLROM	405/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. TELEORMAN NR. 51	Activitati umanitare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3738	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BENEDICTUS	983/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. BAITA NR. 8 AP.7	Promovarea calitatii vietii individuale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3739	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BENGA-GHILEZAN	3101/B/2009	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	P-TA MARASTI NR.3 AP.39	desfasurarea unor activitati de interes general in domeniul stiintei si culturii, precum si in interesul familiilor Benga si Ghilezan, care urmaresc un obiectiv comun: promovarea imaginii colonelului veteran de razboi Gheorghe Benga (decedat in 1989) si ai protopopului Augustin Ghilezan (decedat in 1943)			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3740	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BERECZKY ARPAD	20/B/1993	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. G.COSBUC NR.4	Conservarea vie si perpetuarea traditiilor, promovand valorile autentice ale dansului,			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3741	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BERNDT	840/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. BRINCUSI NR. 2 AP.6	Sprijinirea diferitelor categorii defavorizate de populatie.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3742	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BERTHELOT	1008/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. NAPOCA NR. 11	Cunoasterea si promovarea raporturilor romane franceze, cultivarea memoriei generalului Berthelot.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3743	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BETHANIA	27/B/1992	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	CLUJ-NAPOCA str.Alverna nr.12-14 jud.Cluj	Asigurarea unor conditii mai bune de ingrijire sociale de crestere si educare corespunza-			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3744	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BIBLIOTECARA HELTAI GASPAR	8/B/1991	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. CLINICILOR NR.18.	Constituirea si administrarea unui fond care asigura sprijinul initiativelor de influentare si			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3745	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BIBLOS CLUJ-NAPOCA	190/B/1995	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. CODRU DRAGUSANU NR. 28	Desfasurarea de actiuni pe plan spiritual, moral, cultural si de caritate			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3746	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BOBART	375/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. PASTEUR NR. 44 AP.12	Activitati culturale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3747	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BOGDAN	403/B/1998	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. REPUBLICII NR. 68	Activitati culturale si de protectie sociala.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3748	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BOJESCU	1211/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. BUCEGI NR. 17 AP.67	Activitati umanitare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3749	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BONITA	1190/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. AUREL VLAICU NR. 8 AP.40	Activitati culturale.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3750	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BREASLA TRANSPORTATORILOR TRANSILVANENI	167/B/1999	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. CIMPINA NR. 51	Apararea intereselor membrilor			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3751	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA BURSA MARITIMA DE MARFURI	835/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	PIATA UNIRII NR. 11	Promovarea adecvata a inst. bursiere			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3752	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA CALEA ADEVARULUI	192/B/1999	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. JIULUI NR. 10	Activitati caritabile umanitare.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3753	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA CALEPINUS	908/B/1995	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ NAPOCA	STR. I. C. BRĂTIANU, NR. 51-53.	Organizarea de activitati cultural-educative.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3754	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA CAMELIA CLUJ	939/B/1996	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	CALEA DOROBANTILOR NR.90, AP. 43	Activitate de caritate si binefacere			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3755	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA CAMINUL COPILULUI	983/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR.ARINILOR NR.18 AP.12	ACTIVITATE DE ASISTENTA SOCIALA			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3756	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA CARITATE BT	3112/B/2009	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	Calea Dorobanţilor nr. 30-36	sprijinirea materiala a angajatilor Bancii Transilvania si a membrilor familiilor acestora, din contributii colectate, in principal, de la angajatii bancii			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3757	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA CARITATEA CRESTINA	1116/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. TATRA NR. 16 AP.13	Activitati caritabile.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3758	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA CARMINA ART FOUNDATION	980/B/2007	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	BD.N.TITULESCU NR.41 AP.13	promovarea artei, stiintei, culturii, a educatiei, valorilor si standardelor sociale moderne si traditionale romanesti si internationale prin sprijinirea, formarea si educarea artistica, stiintifica, culturala, spirituala si sociala a creatorilor, interpretilor, cercetatorilor si receptorilor			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3759	84	judet_prioritar | localitate_dense:5365 | categorie:fundatie	2	5365	fundatie	FUNDATIA CARPATI	948/B/1997	activa	CLUJ	CLUJ NAPOCA	CLUJ	CLUJ-NAPOCA	STR. REPUBLICII NR.26/A AP.3	ACTIVITATI UMANITARE DE ASISTENTA SOCIALA SPORTIVA SI CULTURALA			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
